src,explanation_used,literal_used,final_translation,QE_final,QE_literal,QE_explanation,DA_final,DA_literal,DA_explanation,QE_final_gt_literal,DA_final_gt_literal
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,to exploit someone's ignorance,0.15949329733848572,0.1737300008535385,0.2660677433013916,0.918445885181427,0.8055766224861145,0.9898386001586914,0.0,1.0
कान खोलकर सुनना,to listen attentively,to listen with ears open,Listen carefully.,0.36381372809410095,0.44419512152671814,0.12887799739837646,0.842419445514679,0.7972983717918396,0.9778214693069458,0.0,1.0
आँखें फेर लेना,to turn away / stop supporting,to turn the eyes away,to turn one's back on someone,-0.2698419988155365,-0.11482112109661102,-0.3799286186695099,0.7011536955833435,0.6489966511726379,0.9803505539894104,0.0,1.0
मन जीत लेना,to win hearts,to win the mind,win someone's heart,0.036811888217926025,-0.2584579586982727,-0.11847922205924988,0.8928244113922119,0.8685370683670044,0.9844982624053955,1.0,1.0
आँख मूँदकर भरोसा करना,to trust blindly,to trust with eyes closed,trust blindly.,0.24715633690357208,0.13649749755859375,-0.06324528157711029,0.9382065534591675,0.8209394216537476,0.9837493300437927,1.0,1.0
मन लगाकर काम करना,to work sincerely,to work having set the mind,to apply oneself,-0.8971735835075378,-0.3993135392665863,0.007193084806203842,0.531658411026001,0.6562275290489197,0.98673415184021,0.0,0.0
आंखें चुराना,to avoid being seen,to hide one’s eyes,to avert one's eyes,-0.5142592191696167,-0.4671728014945984,-0.4067268967628479,0.493114173412323,0.586301863193512,0.9724225997924805,0.0,0.0
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,to peer into the unknown,0.11241017282009125,0.06232565641403198,-0.04307708144187927,0.9510695934295654,0.8536551594734192,0.9736120104789734,1.0,1.0
नाक का बाल होना,to be a favorite / close confidant,to be the hair of the nose,to be in someone's inner circle,-0.7054731845855713,-0.498162180185318,-0.7454887628555298,0.5758798718452454,0.45109617710113525,0.9708591103553772,0.0,1.0
जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,to feel like you're in chains,-0.06123954430222511,0.09984375536441803,0.25477805733680725,0.7949526906013489,0.8588736653327942,0.9802553057670593,0.0,0.0
पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,by the time the first leaf falls,-0.00654718279838562,0.259676069021225,-0.164541557431221,0.8128601908683777,0.8343803882598877,0.9633954167366028,0.0,0.0
आँखों के आगे अंधेरा छा जाना,to be momentarily shocked,for darkness to spread before the eyes,to be momentarily stunned.,-0.6673336625099182,0.08794699609279633,-0.5961164236068726,0.8708334565162659,0.5700863599777222,0.9664555788040161,0.0,1.0
कान पकड़ कर माफी मांगना,to apologize earnestly,to hold the ears and ask forgiveness,to beg for forgiveness,-0.19699004292488098,0.030019748955965042,-0.3453078866004944,0.7279911637306213,0.5969775319099426,0.9786434769630432,0.0,1.0
कान देना,to pay attention,to give an ear,Lend an ear.,0.2392236441373825,-0.4824681580066681,-0.262949675321579,0.6480979919433594,0.6254841685295105,0.9821351170539856,1.0,1.0
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,to see the light,-0.38990509510040283,0.18010585010051727,-0.12599924206733704,0.595090925693512,0.8545766472816467,0.9777352213859558,0.0,0.0
आँख बचाकर काम करना,to do secretly,to do the work after evading the eyes,do it on the sly,-0.8303559422492981,-0.42565110325813293,-0.8270053267478943,0.5419537425041199,0.5689744353294373,0.9760408401489258,0.0,0.0
मेरी बुरी किस्मत,just my bad luck,my bad luck,That's just my luck.,0.06361772119998932,0.3881724774837494,0.3852900266647339,0.8739193081855774,0.932231605052948,0.9906723499298096,0.0,0.0
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,A glimmer of hope,0.16546230018138885,0.18723295629024506,-0.3028816878795624,0.6347163319587708,0.5191195607185364,0.9701352715492249,0.0,1.0
रंगीन होना,to enjoy life freely,to become colorful,to live it up,-0.4367274343967438,-0.20578235387802124,-0.033663589507341385,0.5937771201133728,0.5598054528236389,0.9804201126098633,0.0,1.0
आँख खुलना,to become aware of truth,for the eye to open,to have one's eyes opened,-0.21803750097751617,-0.09384684264659882,-0.10051953792572021,0.6565644145011902,0.6005853414535522,0.977940559387207,0.0,1.0
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,A blind man at the helm,0.2752271294593811,0.4454837739467621,0.03889165818691254,0.5303226709365845,0.5639403462409973,0.9873318076133728,0.0,0.0
आँखों में आँसू भर आना,to feel deeply emotional,for tears to fill the eyes,to be moved to tears,-0.3393804132938385,0.23027384281158447,-0.45318302512168884,0.5526570081710815,0.5051595568656921,0.9716838002204895,0.0,1.0
कान में भनक पड़ना,to get a hint of something,for a hint to fall into the ear,to get wind of something,-0.8003605008125305,-0.6809743046760559,-0.7688038349151611,0.6285477876663208,0.6021565794944763,0.9612484574317932,0.0,1.0
मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,Over my dead body.,-0.6927677392959595,-0.7589319348335266,-0.7780969142913818,0.5820840001106262,0.587398111820221,0.9438464045524597,1.0,0.0
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,to stick one's neck out,-0.6377836465835571,-0.29013147950172424,-0.563495397567749,0.33756500482559204,0.41109588742256165,0.974753201007843,0.0,0.0
कान के नीचे देना,to slap / scold sharply,to give a blow beneath the ear,to give someone a telling-off,-0.6914539337158203,-0.5180835127830505,-0.7497081160545349,0.5170191526412964,0.476009726524353,0.9708353877067566,0.0,1.0
दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,run away with one's tail between one's legs,-0.5281376242637634,-0.31743890047073364,-0.49005571007728577,0.6313751935958862,0.6411808729171753,0.945078432559967,0.0,0.0
घुटने टेक देना,to surrender / kneel in defeat,to kneel down,to throw in the towel,-0.7078611850738525,-0.39951997995376587,-0.5449590086936951,0.3825858533382416,0.7043537497520447,0.9799827337265015,0.0,0.0
हाथ तंग होना,to be financially tight,for the hands to be tight,to be short on cash,-0.5680636763572693,-0.2919749319553375,-0.5057359933853149,0.6958442330360413,0.6309438347816467,0.9691365957260132,0.0,1.0
आँखें नीची करना,to bow in embarrassment or respect,to lower the eyes,to lower one's gaze,-0.23018427193164825,-0.11539754271507263,-0.32338276505470276,0.452494353055954,0.40070822834968567,0.9683722853660583,0.0,1.0
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,to enforce the law blindly,0.28194406628608704,0.08131322264671326,0.2131117284297943,0.8719448447227478,0.6230513453483582,0.9797431826591492,1.0,1.0
कान कतरना,to cheat a little from all sides,to clip the ears,to skim a little off the top,-0.8965791463851929,-0.40005388855934143,-0.8439409732818604,0.48184865713119507,0.4803154170513153,0.9358008503913879,0.0,1.0
कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),for next to nothing,-0.5392321944236755,-0.4731725752353668,-0.5462429523468018,0.5403633117675781,0.5014261603355408,0.9733343720436096,0.0,1.0
आँख बचाकर निकलना,to slip away unnoticed,to slip out hiding from the eyes,slip away unnoticed,-0.05684538558125496,-0.537918746471405,-0.23926401138305664,0.9433303475379944,0.6199556589126587,0.9751920104026794,1.0,1.0
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,leave someone in the lurch,-0.051561105996370316,0.09800355136394501,-0.020696718245744705,0.6168022751808167,0.6195552945137024,0.9806070923805237,0.0,0.0
हाथ ऊपर होना,to be superior in status or strength,for the hand to be above,to have the upper hand,-0.4005356431007385,-0.5513046979904175,-0.5405935645103455,0.5250851511955261,0.46884122490882874,0.9753280282020569,1.0,1.0
कान फटना,to hear loud/harsh sounds,for the ear to tear,get an earful,-0.7089447975158691,-0.5615128874778748,-0.44697311520576477,0.4254201352596283,0.43277862668037415,0.976017415523529,0.0,0.0
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,You shouldn't stay in the dark.,0.4309318959712982,0.5227505564689636,0.3271632194519043,0.7743430733680725,0.8446938395500183,0.9867640137672424,0.0,0.0
आँखें चार होना,to exchange glances / fall in love,for the eyes to become four,to lock eyes,-0.3504934012889862,-0.45434504747390747,-0.29506969451904297,0.5470588803291321,0.5272156596183777,0.9680360555648804,1.0,1.0
हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,get your hands dirty.,-0.47218945622444153,-0.46197354793548584,-0.49359795451164246,0.6401724815368652,0.7774165272712708,0.9646092057228088,0.0,0.0
हाथ नीचे होना,to lose or be defeated,for the hand to be below,to come up short,-0.6251906752586365,-0.6790193915367126,-0.5755131840705872,0.4012523293495178,0.4667913019657135,0.9628452062606812,1.0,0.0
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,Help the lost find their way.,-0.005279596894979477,0.401455283164978,0.14079056680202484,0.8100735545158386,0.6463731527328491,0.9700137972831726,0.0,1.0
आँखें चुराना,to avoid facing someone,to hide the eyes,to look away,-0.6655055284500122,-0.40496376156806946,-0.44984015822410583,0.5179091095924377,0.507425844669342,0.9685110449790955,0.0,1.0
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't be afraid of the truth.,0.27851322293281555,0.6115604639053345,0.3753291070461273,0.8540216088294983,0.904813289642334,0.9861718416213989,0.0,0.0
लाड़-प्यार करना,to pamper / spoil,to dote and pamper,to spoil someone rotten,-0.9521380066871643,-0.8648622632026672,-0.9152865409851074,0.5357494354248047,0.4874352812767029,0.970825731754303,0.0,1.0
हाथ जोड़ना,to plead or show respect,to join the hands,to fold one's hands in prayer,-0.006942015141248703,-0.01295384019613266,-0.5039542317390442,0.5637636780738831,0.5425625443458557,0.9788512587547302,1.0,1.0
हाथ में काम न होना,to be idle,to have no work in the hand,to have nothing to do,-1.0396676063537598,-0.5645090937614441,-1.0499122142791748,0.6239908337593079,0.5533401370048523,0.9862729907035828,0.0,1.0
रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,to lose steam,-0.7214959263801575,-0.344587504863739,-0.5380049347877502,0.5828413367271423,0.5415555834770203,0.9831185936927795,0.0,1.0
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to light a candle than curse the darkness.,0.3247634768486023,0.38966622948646545,-0.06186153367161751,0.6240069270133972,0.6610888242721558,0.9766853451728821,0.0,0.0
हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,to box in,-0.8711511492729187,-0.45028141140937805,-0.5313035249710083,0.48953574895858765,0.8251785635948181,0.9635842442512512,0.0,0.0
हाथ न लगाना,to avoid touching / involvement,to not touch with the hand,Keep your hands off.,-0.5583197474479675,0.0315665677189827,0.05753181502223015,0.5355942845344543,0.7051882147789001,0.974445641040802,0.0,0.0
दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,It's stuck in my head.,-0.346707284450531,-0.5501032471656799,-0.6163985729217529,0.861506998538971,0.6182660460472107,0.9745166897773743,1.0,1.0
आँखों पर पट्टी बंधना,to be blinded to the truth,for a bandage to be tied on the eyes,to be blind to the truth,-0.4416196644306183,-0.024142425507307053,-0.4382076561450958,0.9165043830871582,0.475176066160202,0.9633780121803284,0.0,1.0
आँखें तिरछी करना,to squint in doubt,to make the eyes slant,to look askance,-0.7088413834571838,-0.4421880841255188,-0.39747726917266846,0.5252482295036316,0.579623818397522,0.974157989025116,0.0,0.0
"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later",Business before pleasure.,-0.014383561909198761,0.5049440264701843,0.0037245266139507294,0.9372079968452454,0.8421815633773804,0.9794525504112244,0.0,1.0
आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),Prices are sky-high.,0.07316933572292328,-0.22102203965187073,-0.29253366589546204,0.8329325318336487,0.6860611438751221,0.9610132575035095,1.0,1.0
आँखों में बसाए रखना,to cherish someone deeply,to keep (someone) lodged in the eyes,to hold someone dear,-0.39991363883018494,-0.435567706823349,-0.32538461685180664,0.680448055267334,0.4567089080810547,0.9709579944610596,1.0,1.0
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,Stay grounded.,0.054393503814935684,-0.2993231415748596,-0.13830822706222534,0.7064493298530579,0.5079067349433899,0.9746237397193909,1.0,1.0
आँखों ही आँखों में इशारा करना,to communicate silently,to signal within the eyes themselves,to communicate with a look,-0.3975130319595337,-0.41561415791511536,-0.21363875269889832,0.570550262928009,0.5254340767860413,0.9674501419067383,1.0,1.0
आसमान से गिरना,to lose everything suddenly,to fall from the sky,to lose everything overnight,-0.5058816075325012,-0.08323459327220917,-0.4845874011516571,0.8883259892463684,0.5284044146537781,0.979216992855072,0.0,1.0
हाथ छुड़ाना,to escape from control,to pull the hand free,break free,-0.47525402903556824,-0.28935033082962036,-0.3786046504974365,0.5012319684028625,0.5814198851585388,0.977118730545044,0.0,0.0
औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,to hide behind a woman's skirts,0.05585320666432381,-0.08287264406681061,-0.15998639166355133,0.6144118309020996,0.7849944233894348,0.9579315185546875,1.0,0.0
रंग उड़ना,to fade away,for the color to fly/fade,to fade away,-0.8838539719581604,-0.5801198482513428,-0.8838539719581604,0.981228768825531,0.6221874952316284,0.981228768825531,0.0,1.0
हाथ आजमाना,to try one’s hand at something,to try the hand,to try one's hand at something.,-0.23100802302360535,-0.29719439148902893,-0.19681067764759064,0.9409144520759583,0.6990786790847778,0.9681547284126282,1.0,1.0
पैर रखना भी पाप,to be forbidden to enter,even to set foot is a sin,You're not even allowed to set foot here.,-0.13414759933948517,0.15164217352867126,-0.7976190447807312,0.6508716940879822,0.5722983479499817,0.9685150980949402,0.0,1.0
हवा में उड़ना,to daydream or be overconfident,to fly in the air,to have your head in the clouds,-0.43887564539909363,0.081280916929245,-0.6200658679008484,0.4928912818431854,0.4289640486240387,0.9672281742095947,0.0,1.0
बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,to let the children go hungry,-0.06886239349842072,-0.25105419754981995,-0.018848605453968048,0.8849827647209167,0.8044813275337219,0.9775434732437134,1.0,1.0
हाथ रोक देना,to stop mid-action,to stop the hand,to stop short,-0.6085960865020752,-0.547738254070282,-0.5178016424179077,0.7059685587882996,0.7070050835609436,0.9781877994537354,0.0,0.0
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,to live a joyous life,-0.27632495760917664,-0.4732414484024048,-0.19494645297527313,0.8100002408027649,0.5049632787704468,0.9772107005119324,1.0,1.0
हाथ कंगन,obvious proof; needs no words,bangle on the hand,It speaks for itself.,-0.5477848649024963,-0.33183765411376953,-0.476359099149704,0.5400694608688354,0.4256642758846283,0.9751809239387512,0.0,1.0
हाथ पक्का होना,to be highly skilled,for the hand to be firm,to have a steady hand,-0.29666098952293396,-0.5737483501434326,-0.608598530292511,0.6167522072792053,0.6454146504402161,0.9784408807754517,1.0,0.0
पैर पर पाँव रखना,to challenge or overtake,to place foot upon foot,to take someone on,-1.0143686532974243,-0.7857441902160645,-0.7666487097740173,0.49053460359573364,0.4327377676963806,0.9714002013206482,0.0,1.0
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",to poke the bear,-0.8694314360618591,-0.07497043907642365,-0.4476730525493622,0.4670296013355255,0.4428098797798157,0.9615066647529602,0.0,1.0
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,to be playful and flirtatious,-0.045439328998327255,-0.1309933066368103,-0.04968303069472313,0.8994979858398438,0.7290685772895813,0.9760923981666565,1.0,1.0
पैर जमने न देना,to obstruct someone’s progress,to not let the feet set,to keep someone from gaining a foothold,-0.609448254108429,-0.7587085962295532,-0.6664797067642212,0.6284970641136169,0.504327118396759,0.9723867177963257,1.0,1.0
हाथ रोक लेना,to restrain oneself,to stop the hand,hold back,0.0753418505191803,-0.5880330204963684,-0.49040839076042175,0.6281017661094666,0.5643342733383179,0.9840996861457825,1.0,1.0
दिल से खेलना,to toy with someone’s feelings,to play with the heart,to toy with someone's feelings,-0.3641888201236725,0.27955758571624756,-0.3569483458995819,0.9554455876350403,0.5793874859809875,0.9664784669876099,0.0,1.0
"हाथी के दाँत खाना और, दिखाना और",hypocrisy; different inside vs outside,the elephant’s teeth are for eating and (others) for showing,All show and no substance.,-0.5691125392913818,-0.20784872770309448,-0.6227957010269165,0.5876425504684448,0.4606967866420746,0.9716582894325256,0.0,1.0
दिल का मामला,a romantic issue,matter of the heart,a matter of the heart,0.32192501425743103,0.13615132868289948,0.17473995685577393,0.746921181678772,0.6847173571586609,0.9891314506530762,1.0,1.0
पैरों में गिरना,to beg for mercy,to fall at the feet,to beg for mercy,-0.5698065161705017,-0.5743915438652039,-0.5698063969612122,0.977586030960083,0.5090532898902893,0.977586030960083,1.0,1.0
रंग जमना,to gain traction,for color to set,to catch on,-0.7763827443122864,-0.6006261706352234,-0.6375241875648499,0.6530928015708923,0.5779726505279541,0.9741077423095703,0.0,1.0
हाथ से हाथ धो बैठना,to lose something completely,to wash hand from hand and be left sitting,to be left empty-handed,-0.7145007848739624,-0.4744303226470947,-0.7483701705932617,0.3911648094654083,0.31464245915412903,0.9767780900001526,0.0,1.0
आग लगाना,to instigate or provoke trouble,to set on fire,to stir up trouble,-0.21845652163028717,-0.12722116708755493,-0.18099990487098694,0.8204942941665649,0.45085421204566956,0.9763818979263306,0.0,1.0
पैर भारी होना,to bring bad luck (figuratively),for the foot to be heavy,to be jinxed,-0.7677642703056335,-0.512371838092804,-0.5854164958000183,0.4479898512363434,0.48434850573539734,0.9683263897895813,0.0,0.0
पानी बराबर होना,to be equal in strength or skill,to be equal like water,to be evenly matched,-0.27738192677497864,-0.27553790807724,-0.27033114433288574,0.5666695237159729,0.6640928387641907,0.9827331900596619,0.0,0.0
दाँत गिनाना,to mock or insult someone,to count the teeth,to make fun of someone,-0.3944704830646515,-0.6841087937355042,-0.34922102093696594,0.7797443270683289,0.37802961468696594,0.9783819317817688,1.0,1.0
मनमानी करना,to act selfishly or on one’s own terms,to do according to one’s own mind,to do as one pleases,-0.44387516379356384,-0.5492583513259888,-0.3064681589603424,0.672016978263855,0.7443048357963562,0.9730371832847595,1.0,0.0
पैर धोना,to show deep respect,to wash the feet,to bow down to someone,-0.6410074234008789,-0.4773379862308502,-0.7416747212409973,0.48637089133262634,0.4654677212238312,0.9792497754096985,0.0,1.0
बिल्ली के भाग्य से छींका टूटा,to get something valuable by pure luck,by the cat’s fortune the hanging rack broke,That was a lucky break.,-0.28143447637557983,-0.4278014898300171,-0.4807356894016266,0.599369466304779,0.4533829987049103,0.9740025401115417,1.0,1.0
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,Have a big heart.,0.2407473623752594,-0.06713731586933136,-0.33758285641670227,0.4920841157436371,0.4522046446800232,0.9758033156394958,1.0,1.0
चिराग तले छिपना,to hide in the most obvious place,to hide under the lamp,to hide in plain sight,-0.2719837725162506,0.0781496912240982,-0.20253849029541016,0.793115496635437,0.7991597056388855,0.9762694239616394,0.0,0.0
हाथ धो बैठना,to suffer total loss,to wash one’s hands and sit down,to lose everything,-0.6573575735092163,-0.14675860106945038,-0.7743499875068665,0.7611328363418579,0.40894412994384766,0.9804835319519043,0.0,1.0
लंबी-लंबी छोड़ना,to boast with tall claims,to leave off long-long (claims),to talk big,-0.507705807685852,-0.49974074959754944,-0.6159623265266418,0.5804416537284851,0.4129643142223358,0.9680846333503723,0.0,1.0
सीना फुलाना,to puff up with pride,to inflate the chest,to swell with pride.,-0.6148666739463806,-0.5934074521064758,-0.6724916696548462,0.8521925806999207,0.5846893191337585,0.9797130227088928,0.0,1.0
दाँत काटी रोटी,to have a close friendship,tooth-bitten bread,Thick as thieves,-1.0135475397109985,-0.61211097240448,-0.8514459729194641,0.39516958594322205,0.3780488073825836,0.9632990956306458,0.0,1.0
पानी पीना,to feel comfortable after fear,to drink water,to breathe a sigh of relief,-0.3917449712753296,0.26590585708618164,-0.6906647086143494,0.5257864594459534,0.5382537841796875,0.9753309488296509,0.0,0.0
चूहे बिल्ली का खेल,a game of chase and evasion,a cat-and-mouse game,a cat-and-mouse game,0.15155959129333496,0.15155959129333496,0.05338136479258537,0.6263399720191956,0.6263399720191956,0.9714210629463196,0.0,0.0
आग दिखाना,to show anger or power,to show fire,show who's boss,-0.5501753687858582,-0.1928865611553192,-0.2617533504962921,0.5800909399986267,0.6303011178970337,0.9808473587036133,0.0,0.0
पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,to kneel at someone's feet,-0.4517987370491028,-0.4570061266422272,-0.7762230634689331,0.5040739178657532,0.3742007911205292,0.9781575798988342,1.0,1.0
सीने पर पत्थर रखना,to do something painful bravely,to place a stone on the chest,bite the bullet,-0.42982247471809387,-0.19418580830097198,-0.2985813021659851,0.4444640576839447,0.4606646001338959,0.9620302319526672,0.0,0.0
दो नावों पर सवार होना,to try doing two opposite things at once,to ride on two boats,To try to have it both ways.,-0.3896860182285309,0.10923972725868225,-0.02997596189379692,0.5242286920547485,0.44650495052337646,0.9715203642845154,0.0,1.0
आग लग जाना,to feel jealous or restless,for fire to get lit,to be burning with jealousy,-0.5321475863456726,-0.5399588942527771,-0.7372651696205139,0.6051406264305115,0.39902642369270325,0.9727187156677246,1.0,1.0
पानी मांगना पड़ना,to be defeated badly,to have to ask for water,to be trounced,-0.6127570271492004,0.028986062854528427,-0.6821588277816772,0.5300371646881104,0.4740716516971588,0.9506316184997559,0.0,1.0
चिराग की तरह जलना,to sacrifice oneself for others,to burn like a lamp,to sacrifice oneself for others,-0.44484901428222656,-0.21347960829734802,-0.4448488652706146,0.977049708366394,0.44384732842445374,0.977049708366394,0.0,1.0
पैर रोक लेना,to hesitate before action,to hold back the foot,to hang back,-0.5211559534072876,-0.412013977766037,-0.16261711716651917,0.5243636965751648,0.5437981486320496,0.9740830659866333,0.0,0.0
दाँत टूट जाना,to be defeated or embarrassed,for the teeth to break,to be put to shame.,-0.7937800288200378,0.025728199630975723,-0.6785066723823547,0.6091532111167908,0.4085395634174347,0.9710642695426941,0.0,1.0
चूहे दौड़ना,to feel hungry,mice to run (about),My stomach's rumbling.,-0.4706205427646637,-0.5881643891334534,-0.5957339406013489,0.4421634078025818,0.38585853576660156,0.9756527543067932,1.0,1.0
दूध का जला छाछ भी फूंककर पीता है,"once bitten, twice shy",one burned by milk even blows on buttermilk before drinking,"Once bitten, twice shy.",-0.5810984969139099,-0.16668400168418884,-0.5802835822105408,0.8870262503623962,0.41238200664520264,0.9530628323554993,0.0,1.0
हाथी के पाँव में सबका पाँव,the mighty controls all,"in the elephant’s foot, everyone’s foot",Might makes right.,-1.136215329170227,-0.8536741137504578,-0.5920903086662292,0.3924408257007599,0.34706422686576843,0.9730470180511475,0.0,1.0
लोहा गरम है चोट कर,strike while the iron is hot,iron is hot—strike a blow,Strike while the iron is hot.,-0.36844465136528015,-0.5639085173606873,-0.5184854865074158,0.9171390533447266,0.7250745296478271,0.9786109328269958,1.0,1.0
लोहा मानना,to acknowledge someone’s superiority,to accept the iron,to acknowledge someone's superiority,-0.1517086625099182,-0.6039807200431824,-0.15290294587612152,0.9645598530769348,0.4506467282772064,0.972761869430542,1.0,1.0
चिराग घर का बुझना,to lose a loved one,the household’s lamp to go out,to lose a loved one,-0.5609586238861084,-0.32090505957603455,-0.5609586238861084,0.9701326489448547,0.3934580385684967,0.9701326489448547,0.0,1.0
मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,to turn one's back on someone,-0.43063604831695557,-0.5095375776290894,-0.46847233176231384,0.6947532296180725,0.6738420724868774,0.9785860776901245,1.0,1.0
हाथ पर रखकर देखना,to test practically,to keep it on the hand and see,Try it out.,-0.04495587572455406,-0.16028878092765808,-0.3738224506378174,0.691429078578949,0.5657250881195068,0.9792266488075256,1.0,1.0
आग बन जाना,to become furious,to become fire,to fly into a rage,-0.38947945833206177,-0.3504435122013092,-0.4375220835208893,0.6968563795089722,0.7069446444511414,0.9838050007820129,0.0,0.0
पसीना बहाना,to work hard,to make sweat flow,to break a sweat,-0.5851491093635559,-0.4115406572818756,-0.681424081325531,0.6629953980445862,0.5719743967056274,0.9830368757247925,0.0,1.0
सीने में कील चुभना,to feel deep hurt,for a nail to prick in the chest,It felt like a stab to the heart.,-0.363648921251297,-0.5677600502967834,-0.7086081504821777,0.5735639929771423,0.4010232985019684,0.9783841371536255,1.0,1.0
गधे के सिर से सींग गायब,something missing without a trace,horns gone from the donkey’s head,Gone without a trace,-0.17672160267829895,-0.14306533336639404,-0.4859890639781952,0.819038450717926,0.41776347160339355,0.9722134470939636,0.0,1.0
दिन-दुगनी रात-चौगुनी तरक्की,"rapid, compounding growth","day double, night quadruple progress",growing by leaps and bounds,-0.22843623161315918,-0.1574542224407196,-0.27999597787857056,0.5778017640113831,0.5372228622436523,0.9796990156173706,0.0,1.0
छाती पर बोझ रखना,to keep guilt/weight on heart,to place a load on the chest,to weigh on one's conscience,-0.43874189257621765,-0.14082738757133484,0.04034046456217766,0.5638729929924011,0.5108248591423035,0.9720098376274109,0.0,1.0
"दूध का दूध, पानी का पानी करना",to reveal the truth or clarify everything,to make milk (be) milk and water (be) water,Set the record straight.,-0.381727010011673,-0.6819395422935486,-0.6560803055763245,0.5199030637741089,0.40598949790000916,0.9550275206565857,1.0,1.0
पानी लाना,to bring respect or reputation,to bring/fetch water,to bring honor,-0.7817184329032898,-0.2775597870349884,-0.44945603609085083,0.7744994163513184,0.5352560877799988,0.9822804927825928,0.0,1.0
रंग लगना,to start celebrating,to have color applied,Let the celebrations begin.,-0.0967114120721817,-0.4242590069770813,-0.5510619878768921,0.8674806952476501,0.5347396731376648,0.9850051999092102,1.0,1.0
चिराग को हवा लगना,to face danger or crisis,for the lamp to catch wind,to be in jeopardy,-0.9721510410308838,-0.22510220110416412,-0.7318229079246521,0.5591443181037903,0.4873955249786377,0.9768845438957214,0.0,1.0
मुँह बंद कर देना,to silence completely,to shut the mouth,shut up,0.10503029823303223,-0.10169900953769684,-0.24876856803894043,0.6501155495643616,0.6318672299385071,0.9871651530265808,1.0,1.0
आग पर तेल डालना,to intensify an argument or situation,to pour oil on the fire,to add fuel to the fire,0.0716056227684021,0.013332784175872803,-0.011688437312841415,0.5668034553527832,0.5535070300102234,0.9752480387687683,1.0,1.0
हाथ बँटाना,to help or assist someone,to share/divide the hand,lend a hand,-0.35828855633735657,-0.7918030619621277,-0.664395272731781,0.5182314515113831,0.45391225814819336,0.9795086979866028,1.0,1.0
हाथ टेक देना,to surrender,to place the hands down (in surrender),to give up,-0.49796757102012634,-0.33939221501350403,-0.8217251896858215,0.7127251029014587,0.7004088759422302,0.9834564328193665,0.0,1.0
दूध में मक्खी की तरह,an unwanted person in a good place,like a fly in milk,a fly in the ointment,-0.3029228150844574,-0.22333140671253204,-0.636771023273468,0.39845311641693115,0.4033111035823822,0.938740074634552,0.0,0.0
दिन में तारे दिखना,to be in extreme pain or shock,stars appearing in the daytime,Seeing stars.,-0.09915366768836975,0.17704394459724426,-0.6275908350944519,0.3675270676612854,0.42315375804901123,0.972659170627594,0.0,0.0
चिराग हाथ में होना,to have control or guidance,to have a lamp in hand,to be in control,-0.4444172978401184,-0.1978161782026291,-0.30915263295173645,0.8081068992614746,0.5357061624526978,0.9797253608703613,0.0,1.0
गधे पर बैठकर शेर की बात करना,to act proud without reason,to sit on a donkey and talk of a lion,Riding a donkey and pretending to be a lion.,-0.07987762987613678,-0.2866731882095337,-0.5457905530929565,0.3962668180465698,0.3802682161331177,0.9701074361801147,1.0,1.0
पसीना छुड़ाना,to frighten or exhaust,to make someone break into sweat,to make someone sweat,-0.7001435160636902,-0.6816942095756531,-0.5981170535087585,0.5952951312065125,0.5574930310249329,0.9628850817680359,0.0,1.0
